,tweet,label,tweet_tokens_result,tweet_tokens_clean,tweet_tokens_clean2,string_clean
75,"wanita di kubar diduga diculik dan dilecehkan saat berangkat kerja, pelakunya ternyata kakak ipar -  https://t.co/kmxjrwrjkz via @ https://twitter.com/pranaladotco . pelaku pun langsung menodongkan pisau kepada korban dan menyuruhnya untuk masuk ke dalam mobil. menurut keterangan korban, setelah berada di mobil, tersangka mengancamnya dengan pisau agar korban membuka baju dan pakaian dalamnya.

sambil menodongkan pisau terhadap korban, pelaku melakukan tindakan asusila kepada korban. akibat perbuatan pelaku, korban merasa keberatan dan melaporkan kejadian tersebut ke polsek damai.",urgent,"['wanita', 'di', 'kubar', 'diduga', 'diculik', 'dan', 'dilecehkan', 'saat', 'berangkat', 'kerja', 'pelakunya', 'ternyata', 'kakak', 'ipar', 'via', 'pelaku', 'pun', 'langsung', 'menodongkan', 'pisau', 'kepada', 'korban', 'dan', 'menyuruhnya', 'untuk', 'masuk', 'ke', 'dalam', 'mobil', 'menurut', 'keterangan', 'korban', 'setelah', 'berada', 'di', 'mobil', 'tersangka', 'mengancamnya', 'dengan', 'pisau', 'agar', 'korban', 'membuka', 'baju', 'dan', 'pakaian', 'dalamnya', 'sambil', 'menodongkan', 'pisau', 'terhadap', 'korban', 'pelaku', 'melakukan', 'tindakan', 'asusila', 'kepada', 'korban', 'akibat', 'perbuatan', 'pelaku', 'korban', 'merasa', 'keberatan', 'dan', 'melaporkan', 'kejadian', 'tersebut', 'ke', 'polsek', 'damai']","['wanita', 'diduga', 'diculik', 'dilecehkan', 'berangkat', 'kerja', 'pelakunya', 'kakak', 'pelaku', 'langsung', 'menodongkan', 'pisau', 'korban', 'menyuruhnya', 'masuk', 'mobil', 'keterangan', 'korban', 'mobil', 'tersangka', 'mengancamnya', 'pisau', 'korban', 'membuka', 'baju', 'pakaian', 'dalamnya', 'menodongkan', 'pisau', 'korban', 'pelaku', 'tindakan', 'asusila', 'korban', 'akibat', 'perbuatan', 'pelaku', 'korban', 'keberatan', 'melaporkan', 'kejadian', 'damai']","['wanita', 'duga', 'culik', 'leceh', 'berangkat', 'kerja', 'laku', 'kakak', 'laku', 'langsung', 'todong', 'pisau', 'korban', 'suruh', 'masuk', 'mobil', 'terang', 'korban', 'mobil', 'sangka', 'ancam', 'pisau', 'korban', 'buka', 'baju', 'pakai', 'dalam', 'todong', 'pisau', 'korban', 'laku', 'tindak', 'asusila', 'korban', 'akibat', 'buat', 'laku', 'korban', 'berat', 'lapor', 'jadi', 'damai']",wanita duga culik leceh berangkat kerja laku kakak laku langsung todong pisau korban suruh masuk mobil terang korban mobil sangka ancam pisau korban buka baju pakai dalam todong pisau korban laku tindak asusila korban akibat buat laku korban berat lapor jadi damai
76,"wanita di kaltim diduga diculik dan dilecehkan saat berangkat kerja, pelaku ternyata kakak iparnya  https://t.co/slhs2nmvvm",urgent,"['wanita', 'di', 'kaltim', 'diduga', 'diculik', 'dan', 'dilecehkan', 'saat', 'berangkat', 'kerja', 'pelaku', 'ternyata', 'kakak', 'iparnya']","['wanita', 'diduga', 'diculik', 'dilecehkan', 'berangkat', 'kerja', 'pelaku', 'kakak']","['wanita', 'duga', 'culik', 'leceh', 'berangkat', 'kerja', 'laku', 'kakak']",wanita duga culik leceh berangkat kerja laku kakak
77,"lalu bibi berkata lagi, iya, dia vera, sahabatku, dan ya, aku adalah wanita yang dilecehkan, diperkosa kemudian di bunuh, namaku ceri"" kata hantu tersebut menjelaskan.  "" iya, mungkin kau memang jin qorin dari ceri. walaupun aku tak bisa mempercayaimu kamu boleh cerita.",urgent,"['lalu', 'bibi', 'berkata', 'lagi', 'iya', 'dia', 'vera', 'sahabatku', 'dan', 'ya', 'aku', 'adalah', 'wanita', 'yang', 'dilecehkan', 'diperkosa', 'kemudian', 'di', 'bunuh', 'namaku', 'ceri', 'kata', 'hantu', 'tersebut', 'menjelaskan', 'iya', 'mungkin', 'kau', 'memang', 'jin', 'qorin', 'dari', 'ceri', 'walaupun', 'aku', 'tak', 'bisa', 'mempercayaimu', 'kamu', 'boleh', 'cerita']","['iya', 'sahabatku', 'wanita', 'dilecehkan', 'diperkosa', 'bunuh', 'namaku', 'iya', 'mempercayaimu', 'cerita']","['iya', 'sahabat', 'wanita', 'leceh', 'perkosa', 'bunuh', 'nama', 'iya', 'percaya', 'cerita']",iya sahabat wanita leceh perkosa bunuh nama iya percaya cerita
78,"meskipun si popo ini ga oprasi, kan dia merasa dirinya wanita(?) trus kalaupun dia msuk k toilet pria, apa ada jaminan dia ga bakalan dilecehkan dgn penampilan bgtu? kan yg byk org resahkan krn si popo lakik.  terlepas dr agama, agama mana yg membenarkan? kagak ada!!!!",urgent,"['meskipun', 'si', 'popo', 'ini', 'ga', 'oprasi', 'kan', 'dia', 'merasa', 'dirinya', 'wanita', 'trus', 'kalaupun', 'dia', 'msuk', 'toilet', 'pria', 'apa', 'ada', 'jaminan', 'dia', 'ga', 'bakalan', 'dilecehkan', 'dgn', 'penampilan', 'bgtu', 'kan', 'yg', 'byk', 'org', 'resahkan', 'krn', 'si', 'popo', 'lakik', 'terlepas', 'dr', 'agama', 'agama', 'mana', 'yg', 'membenarkan', 'kagak', 'ada']","['wanita', 'toilet', 'pria', 'jaminan', 'dilecehkan', 'penampilan', 'resahkan', 'lakik', 'terlepas', 'agama', 'agama', 'membenarkan', 'kagak']","['wanita', 'toilet', 'pria', 'jamin', 'leceh', 'tampil', 'resah', 'lakik', 'lepas', 'agama', 'agama', 'benar', 'kagak']",wanita toilet pria jamin leceh tampil resah lakik lepas agama agama benar kagak
79,"semua serba wanita, sampai lupa pria juga punya sentimental. paham sih mgkn jumlah wanita lebih banyak drpd pria. jd kasusnya otomatis jg lbh banyak. tp banyak juga pria yg diam saat tau mreka dilecehkan. trauma? jelas.  pria juga manusia &amp",not urgent,"['semua', 'serba', 'wanita', 'sampai', 'lupa', 'pria', 'juga', 'punya', 'sentimental', 'paham', 'sih', 'mgkn', 'jumlah', 'wanita', 'lebih', 'banyak', 'drpd', 'pria', 'jd', 'kasusnya', 'otomatis', 'jg', 'lbh', 'banyak', 'tp', 'banyak', 'juga', 'pria', 'yg', 'diam', 'saat', 'tau', 'mreka', 'dilecehkan', 'trauma', 'jelas', 'pria', 'juga', 'manusia', 'amp']","['serba', 'wanita', 'lupa', 'pria', 'sentimental', 'paham', 'wanita', 'pria', 'kasusnya', 'otomatis', 'pria', 'diam', 'mreka', 'dilecehkan', 'trauma', 'pria', 'manusia']","['serba', 'wanita', 'lupa', 'pria', 'sentimental', 'paham', 'wanita', 'pria', 'kasus', 'otomatis', 'pria', 'diam', 'mreka', 'leceh', 'trauma', 'pria', 'manusia']",serba wanita lupa pria sentimental paham wanita pria kasus otomatis pria diam mreka leceh trauma pria manusia
80," @leesskyn sebelumnya maaf banget nih, mas. ikut nimbrung, hehehe. ada tambahan nih, keruang publik tapi sendirian? lantas, bagaimana orang yang masih memiliki teman yang bersama tapi tetep dilecehkan? kenapa disini jadi wanita yagn selalu salah?",not urgent,"['sebelumnya', 'maaf', 'banget', 'nih', 'mas', 'ikut', 'nimbrung', 'hehehe', 'ada', 'tambahan', 'nih', 'keruang', 'publik', 'tapi', 'sendirian', 'lantas', 'bagaimana', 'orang', 'yang', 'masih', 'memiliki', 'teman', 'yang', 'bersama', 'tapi', 'tetep', 'dilecehkan', 'kenapa', 'disini', 'jadi', 'wanita', 'yagn', 'selalu', 'salah']","['maaf', 'nimbrung', 'tambahan', 'keruang', 'publik', 'lantas', 'orang', 'memiliki', 'teman', 'tetep', 'dilecehkan', 'wanita', 'salah']","['maaf', 'nimbrung', 'tambah', 'ruang', 'publik', 'lantas', 'orang', 'milik', 'teman', 'tetep', 'leceh', 'wanita', 'salah']",maaf nimbrung tambah ruang publik lantas orang milik teman tetep leceh wanita salah
81,"tapi ternyata tidak sedangkal itu bestie. dia maparin gimana wanita yg sering dibully, dilecehkan, dimanfaatkan, ditipu di era digital ini, kita jadi perempuan harus kuat. jadilah perempuan yang berdaya bukan diberdayakan.",not urgent,"['tapi', 'ternyata', 'tidak', 'sedangkal', 'itu', 'bestie', 'dia', 'maparin', 'gimana', 'wanita', 'yg', 'sering', 'dibully', 'dilecehkan', 'dimanfaatkan', 'ditipu', 'di', 'era', 'digital', 'ini', 'kita', 'jadi', 'perempuan', 'harus', 'kuat', 'jadilah', 'perempuan', 'yang', 'berdaya', 'bukan', 'diberdayakan']","['sedangkal', 'gimana', 'wanita', 'dibully', 'dilecehkan', 'dimanfaatkan', 'ditipu', 'digital', 'perempuan', 'kuat', 'perempuan', 'berdaya', 'diberdayakan']","['dangkal', 'gimana', 'wanita', 'dibully', 'leceh', 'manfaat', 'tipu', 'digital', 'perempuan', 'kuat', 'perempuan', 'daya', 'daya']",dangkal gimana wanita dibully leceh manfaat tipu digital perempuan kuat perempuan daya daya
82,"@moodyloo0ny @bern_kirana @malesmenulis @adorablegojo @teapodcs @areajulid bahkan saya tidak menyangkal pernyataan bahwa perempuan msh ada peluang utk dilecehkan walau dgn pakaian syar'i.  but, what you said is oot. tweet kedua dr atas bicara ttg tanggung",not urgent,"['kirana', 'bahkan', 'saya', 'tidak', 'menyangkal', 'pernyataan', 'bahwa', 'perempuan', 'msh', 'ada', 'peluang', 'utk', 'dilecehkan', 'walau', 'dgn', 'pakaian', 'syar', 'but', 'what', 'you', 'said', 'is', 'oot', 'tweet', 'kedua', 'dr', 'atas', 'bicara', 'ttg', 'tanggung']","['menyangkal', 'pernyataan', 'perempuan', 'peluang', 'dilecehkan', 'pakaian', 'syar', 'bicara', 'tanggung']","['sangkal', 'nyata', 'perempuan', 'peluang', 'leceh', 'pakai', 'syar', 'bicara', 'tanggung']",sangkal nyata perempuan peluang leceh pakai syar bicara tanggung
83,"@areajulid memakai pakaian tebal dan sopan pun ga menjamin wanita ga dilecehkan, right!!!",not urgent,"['memakai', 'pakaian', 'tebal', 'dan', 'sopan', 'pun', 'ga', 'menjamin', 'wanita', 'ga', 'dilecehkan', 'right']","['memakai', 'pakaian', 'tebal', 'sopan', 'menjamin', 'wanita', 'dilecehkan']","['pakai', 'pakai', 'tebal', 'sopan', 'jamin', 'wanita', 'leceh']",pakai pakai tebal sopan jamin wanita leceh
84,@ranikancana__ coba ojol nya warga keturunan..pa lagi berbau unta...mesti gercep.. para wanita dayak dulu laporan polisi krn dilecehkan tdk ada tanggapan sampe sekarang...tp begitu tsamara yg lapor..ga nunggu lama..,not urgent,"['coba', 'ojol', 'nya', 'warga', 'keturunanpa', 'lagi', 'berbau', 'untamesti', 'gercep', 'para', 'wanita', 'dayak', 'dulu', 'laporan', 'polisi', 'krn', 'dilecehkan', 'tdk', 'ada', 'tanggapan', 'sampe', 'sekarangtp', 'begitu', 'tsamara', 'yg', 'laporga', 'nunggu', 'lama']","['coba', 'warga', 'berbau', 'wanita', 'dayak', 'laporan', 'polisi', 'dilecehkan', 'tanggapan', 'nunggu']","['coba', 'warga', 'bau', 'wanita', 'dayak', 'lapor', 'polisi', 'leceh', 'tanggap', 'nunggu']",coba warga bau wanita dayak lapor polisi leceh tanggap nunggu
85,"@snmangatyass hello gini mba, sy cuma tdk setuju sama statement org2 yg bilang ""makanya tutup aurat"" makanya sy kasih contoh santri2 tsb, sudah tutup aurat saja tp masih dilecehkan. dan sy simpulkan bahwa pakaian bkn tolak ukur laki2 utk melecehkan wanita",not urgent,"['hello', 'gini', 'mba', 'sy', 'cuma', 'tdk', 'setuju', 'sama', 'statement', 'org', 'yg', 'bilang', 'makanya', 'tutup', 'aurat', 'makanya', 'sy', 'kasih', 'contoh', 'santri', 'tsb', 'sudah', 'tutup', 'aurat', 'saja', 'tp', 'masih', 'dilecehkan', 'dan', 'sy', 'simpulkan', 'bahwa', 'pakaian', 'bkn', 'tolak', 'ukur', 'laki', 'utk', 'melecehkan', 'wanita']","['setuju', 'statement', 'bilang', 'tutup', 'aurat', 'kasih', 'contoh', 'tutup', 'aurat', 'dilecehkan', 'simpulkan', 'pakaian', 'tolak', 'ukur', 'laki', 'melecehkan', 'wanita']","['tuju', 'statement', 'bilang', 'tutup', 'aurat', 'kasih', 'contoh', 'tutup', 'aurat', 'leceh', 'simpul', 'pakai', 'tolak', 'ukur', 'laki', 'leceh', 'wanita']",tuju statement bilang tutup aurat kasih contoh tutup aurat leceh simpul pakai tolak ukur laki leceh wanita
86,"@irfan66535284 @sadgurlpisan @buiankeiima @areajulid parahnya lg, ada yg berpakaian tertutup tapi masih di catcalling dan dilecehkan secara verbal itu bagaimana tanggapan mas? tentang wanita yg harus terus menutup auratnya? padahal kita sudah sedemikian d",not urgent,"['parahnya', 'lg', 'ada', 'yg', 'berpakaian', 'tertutup', 'tapi', 'masih', 'di', 'catcalling', 'dan', 'dilecehkan', 'secara', 'verbal', 'itu', 'bagaimana', 'tanggapan', 'mas', 'tentang', 'wanita', 'yg', 'harus', 'terus', 'menutup', 'auratnya', 'padahal', 'kita', 'sudah', 'sedemikian']","['parahnya', 'berpakaian', 'tertutup', 'catcalling', 'dilecehkan', 'verbal', 'tanggapan', 'wanita', 'menutup', 'auratnya']","['parah', 'pakai', 'tutup', 'catcalling', 'leceh', 'verbal', 'tanggap', 'wanita', 'tutup', 'aurat']",parah pakai tutup catcalling leceh verbal tanggap wanita tutup aurat
87,"@skyforvmin @areajulid kalo otak itu kontrol masingâ², tapi at least kita bisa berbuat sesuatu lah.. ya jgn karena byk wanita berhijab dilecehkan, terus kita, ya udahlah sekalian aja ga berpakaian..  kan ngga gitu juga, we have the ability to protect ours",not urgent,"['kalo', 'otak', 'itu', 'kontrol', 'masing', 'tapi', 'at', 'least', 'kita', 'bisa', 'berbuat', 'sesuatu', 'lah', 'ya', 'jgn', 'karena', 'byk', 'wanita', 'berhijab', 'dilecehkan', 'terus', 'kita', 'ya', 'udahlah', 'sekalian', 'aja', 'ga', 'berpakaian', 'kan', 'ngga', 'gitu', 'juga', 'we', 'have', 'the', 'ability', 'to', 'protect', 'ours']","['otak', 'kontrol', 'berbuat', 'wanita', 'berhijab', 'dilecehkan', 'udahlah', 'berpakaian']","['otak', 'kontrol', 'buat', 'wanita', 'hijab', 'leceh', 'udahlah', 'pakai']",otak kontrol buat wanita hijab leceh udahlah pakai
88,"@areajulid oh iya guys, ada yang kurang tapi harus disampaikan :  dengan kejadian wanita berpakaian syari yang terkena kekerasan seksual, bukan berarti syariat untuk menutup aurat itu jadi hilang.  sebaliknya jika ada perempuan yang membuka aurat juga buk",not urgent,"['oh', 'iya', 'guys', 'ada', 'yang', 'kurang', 'tapi', 'harus', 'disampaikan', 'dengan', 'kejadian', 'wanita', 'berpakaian', 'syari', 'yang', 'terkena', 'kekerasan', 'seksual', 'bukan', 'berarti', 'syariat', 'untuk', 'menutup', 'aurat', 'itu', 'jadi', 'hilang', 'sebaliknya', 'jika', 'ada', 'perempuan', 'yang', 'membuka', 'aurat', 'juga', 'buk']","['oh', 'iya', 'kejadian', 'wanita', 'berpakaian', 'syari', 'terkena', 'kekerasan', 'seksual', 'syariat', 'menutup', 'aurat', 'hilang', 'perempuan', 'membuka', 'aurat', 'buk']","['oh', 'iya', 'jadi', 'wanita', 'pakai', 'syar', 'kena', 'keras', 'seksual', 'syariat', 'tutup', 'aurat', 'hilang', 'perempuan', 'buka', 'aurat', 'buk']",oh iya jadi wanita pakai syar kena keras seksual syariat tutup aurat hilang perempuan buka aurat buk
89,"cerita viral, wanita ini dilecehkan di terminal  https://t.co/rcrdih63rh",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
90,"cerita viral, wanita ini dilecehkan di terminal  https://t.co/fboqb9i2e5",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
91,"cerita viral, wanita ini dilecehkan di terminal  https://t.co/n1q0yvgecl . tolong yaa pegawai @dishubmalang di edukasi masalah sexual harassment. kalau ada kejadian seperti itu lagi jadi bisa di damai kan, gak cuman diem aja pake kacamata item, duduk di bawah pohon. saya jadi trauma mau naik transportasi umum. tks,"" paparnya.

""masalahnya, tadi makelar itu (pakai baju merah hari ini), gak sengaja injak kaki saya, lalu refleks dia peluk saya, saya bilang ""jangan pegang saya"" dan teriak, 2 pegawai dishub malah diam saja. karena saya kaget dan takit jadi saya cuman bisa kasih jari tengah????,"" tambahnya.",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal', 'tolong', 'yaa', 'pegawai', 'di', 'edukasi', 'masalah', 'sexual', 'harassment', 'kalau', 'ada', 'kejadian', 'seperti', 'itu', 'lagi', 'jadi', 'bisa', 'di', 'damai', 'kan', 'gak', 'cuman', 'diem', 'aja', 'pake', 'kacamata', 'item', 'duduk', 'di', 'bawah', 'pohon', 'saya', 'jadi', 'trauma', 'mau', 'naik', 'transportasi', 'umum', 'tks', 'paparnya', 'masalahnya', 'tadi', 'makelar', 'itu', 'pakai', 'baju', 'merah', 'hari', 'ini', 'gak', 'sengaja', 'injak', 'kaki', 'saya', 'lalu', 'refleks', 'dia', 'peluk', 'saya', 'saya', 'bilang', 'jangan', 'pegang', 'saya', 'dan', 'teriak', 'pegawai', 'dishub', 'malah', 'diam', 'saja', 'karena', 'saya', 'kaget', 'dan', 'takit', 'jadi', 'saya', 'cuman', 'bisa', 'kasih', 'jari', 'tengah', 'tambahnya']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal', 'tolong', 'pegawai', 'edukasi', 'sexual', 'harassment', 'kejadian', 'damai', 'cuman', 'pake', 'kacamata', 'item', 'duduk', 'pohon', 'trauma', 'transportasi', 'paparnya', 'makelar', 'pakai', 'baju', 'merah', 'sengaja', 'injak', 'kaki', 'refleks', 'peluk', 'bilang', 'pegang', 'teriak', 'pegawai', 'diam', 'kaget', 'takit', 'cuman', 'kasih', 'jari']","['cerita', 'viral', 'wanita', 'leceh', 'terminal', 'tolong', 'pegawai', 'edukasi', 'sexual', 'harassment', 'jadi', 'damai', 'cuman', 'pake', 'kacamata', 'item', 'duduk', 'pohon', 'trauma', 'transportasi', 'papar', 'makelar', 'pakai', 'baju', 'merah', 'sengaja', 'injak', 'kaki', 'refleks', 'peluk', 'bilang', 'pegang', 'teriak', 'pegawai', 'diam', 'kaget', 'takit', 'cuman', 'kasih', 'jari']",cerita viral wanita leceh terminal tolong pegawai edukasi sexual harassment jadi damai cuman pake kacamata item duduk pohon trauma transportasi papar makelar pakai baju merah sengaja injak kaki refleks peluk bilang pegang teriak pegawai diam kaget takit cuman kasih jari
92,"cerita viral, wanita ini dilecehkan di terminal  https://t.co/tcbje3h0vi",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
93,"cerita viral, wanita ini dilecehkan di terminal -  https://t.co/bxw6k10jkr  https://t.co/a8msvp9uzt",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
94,"cerita viral, wanita ini dilecehkan di terminal -  https://t.co/uajca2c6mj  https://t.co/zqhouqethi",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
95,"cerita viral, wanita ini dilecehkan di terminal -  https://t.co/7g5yqwsuo9  https://t.co/ylvtfiiwha",urgent,"['cerita', 'viral', 'wanita', 'ini', 'dilecehkan', 'di', 'terminal']","['cerita', 'viral', 'wanita', 'dilecehkan', 'terminal']","['cerita', 'viral', 'wanita', 'leceh', 'terminal']",cerita viral wanita leceh terminal
96,"@sikodoksakit @dhidanhardhian5 ya kalau dia manusia beradab mngkin bisa minta maaf. ntah kalau dia manusia biadab mba. ,ðÿ™ maaf lupi jd kasar kalau lihat wanita dilecehkan.",not urgent,"['ya', 'kalau', 'dia', 'manusia', 'beradab', 'mngkin', 'bisa', 'minta', 'maaf', 'ntah', 'kalau', 'dia', 'manusia', 'biadab', 'mba', 'maaf', 'lupi', 'jd', 'kasar', 'kalau', 'lihat', 'wanita', 'dilecehkan']","['manusia', 'beradab', 'mngkin', 'maaf', 'manusia', 'biadab', 'maaf', 'kasar', 'lihat', 'wanita', 'dilecehkan']","['manusia', 'adab', 'mngkin', 'maaf', 'manusia', 'biadab', 'maaf', 'kasar', 'lihat', 'wanita', 'leceh']",manusia adab mngkin maaf manusia biadab maaf kasar lihat wanita leceh
97,amber heard nih bikin korban2 wanita yg beneran dipukulin dan dilecehkan makin susah dan makin takut speak up karena sekarang orang2 pada susah mau percaya korban..........,urgent,"['amber', 'heard', 'nih', 'bikin', 'korban', 'wanita', 'yg', 'beneran', 'dipukulin', 'dan', 'dilecehkan', 'makin', 'susah', 'dan', 'makin', 'takut', 'speak', 'up', 'karena', 'sekarang', 'orang', 'pada', 'susah', 'mau', 'percaya', 'korban']","['bikin', 'korban', 'wanita', 'beneran', 'dipukulin', 'dilecehkan', 'susah', 'takut', 'speak', 'orang', 'susah', 'percaya', 'korban']","['bikin', 'korban', 'wanita', 'beneran', 'dipukulin', 'leceh', 'susah', 'takut', 'speak', 'orang', 'susah', 'percaya', 'korban']",bikin korban wanita beneran dipukulin leceh susah takut speak orang susah percaya korban
98,"@el_avraham @stafsuscolonial @bandivokt @evitawnld uu tpks kan tmsk ranah pemerkosaan atau grepe-grepe dsb kan  uu itu dimiliki semua negara maju. udah prasyarat jadi negara maju   mesir yg ekonominya hustling, gw baru tau dan gw syok, pelecehan seksual d",urgent,"['avraham', 'uu', 'tpks', 'kan', 'tmsk', 'ranah', 'pemerkosaan', 'atau', 'grepegrepe', 'dsb', 'kan', 'uu', 'itu', 'dimiliki', 'semua', 'negara', 'maju', 'udah', 'prasyarat', 'jadi', 'negara', 'maju', 'mesir', 'yg', 'ekonominya', 'hustling', 'gw', 'baru', 'tau', 'dan', 'gw', 'syok', 'pelecehan', 'seksual']","['ranah', 'pemerkosaan', 'dimiliki', 'maju', 'prasyarat', 'maju', 'mesir', 'ekonominya', 'syok', 'pelecehan', 'seksual']","['ranah', 'perkosa', 'milik', 'maju', 'prasyarat', 'maju', 'mesir', 'ekonomi', 'syok', 'leceh', 'seksual']",ranah perkosa milik maju prasyarat maju mesir ekonomi syok leceh seksual
99,"@sentris_man uu tpks kan tmsk ranah pemerkosaan atau grepe-grepe dsb kan  uu itu dimiliki semua negara maju. udah prasyarat jadi negara maju   mesir yg ekonominya hustling, gw baru tau dan gw syok, pelecehan seksual di sana gila, 99% wanita pernah dileceh",urgent,"['man', 'uu', 'tpks', 'kan', 'tmsk', 'ranah', 'pemerkosaan', 'atau', 'grepegrepe', 'dsb', 'kan', 'uu', 'itu', 'dimiliki', 'semua', 'negara', 'maju', 'udah', 'prasyarat', 'jadi', 'negara', 'maju', 'mesir', 'yg', 'ekonominya', 'hustling', 'gw', 'baru', 'tau', 'dan', 'gw', 'syok', 'pelecehan', 'seksual', 'di', 'sana', 'gila', 'wanita', 'pernah', 'dileceh']","['ranah', 'pemerkosaan', 'dimiliki', 'maju', 'prasyarat', 'maju', 'mesir', 'ekonominya', 'syok', 'pelecehan', 'seksual', 'gila', 'wanita', 'dileceh']","['ranah', 'perkosa', 'milik', 'maju', 'prasyarat', 'maju', 'mesir', 'ekonomi', 'syok', 'leceh', 'seksual', 'gila', 'wanita', 'leceh']",ranah perkosa milik maju prasyarat maju mesir ekonomi syok leceh seksual gila wanita leceh
100,"walau jarang, namun kasus pria yang dilecehkan wanita tak sedikit, bahkan beberapa hingga terjadi pemerkosaan. namun respon masyarakat cenderung biasa saja, padahal tentu bisa menimbulkan trauma. jangan sama ratakan bahwa semua pria itu mesum!   https://t.co/h13rfe29km",urgent,"['walau', 'jarang', 'namun', 'kasus', 'pria', 'yang', 'dilecehkan', 'wanita', 'tak', 'sedikit', 'bahkan', 'beberapa', 'hingga', 'terjadi', 'pemerkosaan', 'namun', 'respon', 'masyarakat', 'cenderung', 'biasa', 'saja', 'padahal', 'tentu', 'bisa', 'menimbulkan', 'trauma', 'jangan', 'sama', 'ratakan', 'bahwa', 'semua', 'pria', 'itu', 'mesum']","['jarang', 'pria', 'dilecehkan', 'wanita', 'pemerkosaan', 'respon', 'masyarakat', 'cenderung', 'menimbulkan', 'trauma', 'ratakan', 'pria', 'mesum']","['jarang', 'pria', 'leceh', 'wanita', 'perkosa', 'respon', 'masyarakat', 'cenderung', 'timbul', 'trauma', 'rata', 'pria', 'mesum']",jarang pria leceh wanita perkosa respon masyarakat cenderung timbul trauma rata pria mesum
101,"curhat miris pesepakbola wanita dilecehkan di mediaâ sosial  https://t.co/cwhxdhr8xd . pria itu mengatakan terangsang melihat foto saya bermain sepak bola, bahkan dia menandai klub saya pada postingan memalukan tersebut",urgent,"['curhat', 'miris', 'pesepakbola', 'wanita', 'dilecehkan', 'di', 'mediasosial', 'pria', 'itu', 'mengatakan', 'terangsang', 'melihat', 'foto', 'saya', 'bermain', 'sepak', 'bola', 'bahkan', 'dia', 'menandai', 'klub', 'saya', 'pada', 'postingan', 'memalukan', 'tersebut']","['miris', 'wanita', 'dilecehkan', 'mediasosial', 'pria', 'terangsang', 'foto', 'bermain', 'sepak', 'menandai', 'klub', 'postingan', 'memalukan']","['miris', 'wanita', 'leceh', 'mediasosial', 'pria', 'rangsang', 'foto', 'main', 'sepak', 'tanda', 'klub', 'postingan', 'malu']",miris wanita leceh mediasosial pria rangsang foto main sepak tanda klub postingan malu
102,"@rvskkkdddo @bangopang_ lgbt ngeseks juga sesama lgbt. kalo ada yang normal ""merasa dilecehkan"", ya silahkan jalurnya kan hukum.  sama seperti ketika kalian yang katanya normal, melecehkan orang lain. khususnya ke kaum wanita.",not urgent,"['lgbt', 'ngeseks', 'juga', 'sesama', 'lgbt', 'kalo', 'ada', 'yang', 'normal', 'merasa', 'dilecehkan', 'ya', 'silahkan', 'jalurnya', 'kan', 'hukum', 'sama', 'seperti', 'ketika', 'kalian', 'yang', 'katanya', 'normal', 'melecehkan', 'orang', 'lain', 'khususnya', 'ke', 'kaum', 'wanita']","['lgbt', 'ngeseks', 'lgbt', 'normal', 'dilecehkan', 'silahkan', 'jalurnya', 'hukum', 'normal', 'melecehkan', 'orang', 'kaum', 'wanita']","['lgbt', 'ngeseks', 'lgbt', 'normal', 'leceh', 'silah', 'jalur', 'hukum', 'normal', 'leceh', 'orang', 'kaum', 'wanita']",lgbt ngeseks lgbt normal leceh silah jalur hukum normal leceh orang kaum wanita
